SECID;INDID;Share;Industry
RET;44132;RET44132;Tire Dealers 
RET;44211;RET44211;Furniture Stores 
RET;44221;RET44221;Floor Covering Stores 
RET;44229;RET44229;Other Home Furnishings Stores 
RET;44314;RET44314;Electronics and Appliance Stores 
RET;44411;RET44411;Home Centers 
RET;44412;RET44412;Paint and Wallpaper Stores 
RET;44413;RET44413;Hardware Stores 
RET;44419;RET44419;Other Building Material Dealers 
RET;44421;RET44421;Outdoor Power Equipment Stores 
RET;44422;RET44422;Nursery- Garden Center- and Farm Supply Stores 
RET;44511;RET44511;Supermarkets and Other Grocery (except Convenience) Stores 
RET;44512;RET44512;Convenience Stores 
RET;44521;RET44521;Meat Markets 
RET;44522;RET44522;Fish and Seafood Markets 
RET;44523;RET44523;Fruit and Vegetable Markets 
RET;44529;RET44529;Other Specialty Food Stores 
RET;44531;RET44531;Beer- Wine- and Liquor Stores 
RET;44611;RET44611;Pharmacies and Drug Stores 
RET;44612;RET44612;Cosmetics- Beauty Supplies- and Perfume Stores 
RET;44613;RET44613;Optical Goods Stores 
RET;44619;RET44619;Other Health and Personal Care Stores 
RET;44711;RET44711;Gasoline Stations with Convenience Stores 
RET;44719;RET44719;Other Gasoline Stations 
RET;44811;RET44811;Men's Clothing Stores 
RET;44812;RET44812;Women's Clothing Stores 
RET;44813;RET44813;Children's and Infants' Clothing Stores 
RET;44814;RET44814;Family Clothing Stores 
RET;44815;RET44815;Clothing Accessories Stores 
RET;44819;RET44819;Other Clothing Stores 
RET;44821;RET44821;Shoe Stores 
RET;44831;RET44831;Jewelry Stores 
RET;44832;RET44832;Luggage and Leather Goods Stores 
RET;45111;RET45111;Sporting Goods Stores 
RET;45112;RET45112;Hobby- Toy- and Game Stores 
RET;45113;RET45113;Sewing- Needlework- and Piece Goods Stores 
RET;45114;RET45114;Musical Instrument and Supplies Stores 
RET;45121;RET45121;Book Stores and News Dealers 
RET;45221;RET45221;Department Stores 
RET;45231;RET45231;General Merchandise Stores- including Warehouse Clubs and Supercenters 
RET;45311;RET45311;Florists 
RET;45321;RET45321;Office Supplies and Stationery Stores 
RET;45322;RET45322;Gift- Novelty- and Souvenir Stores 
RET;45331;RET45331;Used Merchandise Stores 
RET;45391;RET45391;Pet and Pet Supplies Stores 
RET;45392;RET45392;Art Dealers 
RET;45393;RET45393;Manufactured (Mobile) Home Dealers 
RET;45399;RET45399;All Other Miscellaneous Store Retailers 
RET;45411;RET45411;Electronic Shopping and Mail-Order Houses 
RET;45421;RET45421;Vending Machine Operators 
RET;45431;RET45431;Fuel Dealers 
RET;45439;RET45439;Other Direct Selling Establishments 
RET;441110;RET441110;New Car Dealers 
RET;441120;RET441120;Used Car Dealers 
RET;441210;RET441210;Recreational Vehicle Dealers 
RET;441222;RET441222;Boat Dealers 
RET;441228;RET441228;Motorcycle- ATV- and All Other Motor Vehicle Dealers 
RET;441310;RET441310;Automotive Parts and Accessories Stores 
RET;441320;RET441320;Tire Dealers 
RET;442110;RET442110;Furniture Stores 
RET;442210;RET442210;Floor Covering Stores 
RET;442291;RET442291;Window Treatment Stores 
RET;442299;RET442299;All Other Home Furnishings Stores 
RET;443141;RET443141;Household Appliance Stores 
RET;443142;RET443142;Electronics Stores 
RET;444110;RET444110;Home Centers 
RET;444120;RET444120;Paint and Wallpaper Stores 
RET;444130;RET444130;Hardware Stores 
RET;444190;RET444190;Other Building Material Dealers 
RET;444210;RET444210;Outdoor Power Equipment Stores 
RET;444220;RET444220;Nursery- Garden Center- and Farm Supply Stores 
RET;445110;RET445110;Supermarkets and Other Grocery (except Convenience) Stores 
RET;445120;RET445120;Convenience Stores 
RET;445210;RET445210;Meat Markets 
RET;445220;RET445220;Fish and Seafood Markets 
RET;445230;RET445230;Fruit and Vegetable Markets 
RET;445291;RET445291;Baked Goods Stores 
RET;445292;RET445292;Confectionery and Nut Stores 
RET;445299;RET445299;All Other Specialty Food Stores 
RET;445310;RET445310;Beer- Wine- and Liquor Stores 
RET;446110;RET446110;Pharmacies and Drug Stores 
RET;446120;RET446120;Cosmetics- Beauty Supplies- and Perfume Stores 
RET;446130;RET446130;Optical Goods Stores 
RET;446191;RET446191;Food (Health) Supplement Stores 
RET;446199;RET446199;All Other Health and Personal Care Stores 
RET;447110;RET447110;Gasoline Stations with Convenience Stores 
RET;447190;RET447190;Other Gasoline Stations 
RET;448110;RET448110;Men's Clothing Stores 
RET;448120;RET448120;Women's Clothing Stores 
RET;448130;RET448130;Children's and Infants' Clothing Stores 
RET;448140;RET448140;Family Clothing Stores 
RET;448150;RET448150;Clothing Accessories Stores 
RET;448190;RET448190;Other Clothing Stores 
RET;448210;RET448210;Shoe Stores 
RET;448310;RET448310;Jewelry Stores 
RET;448320;RET448320;Luggage and Leather Goods Stores 
RET;451110;RET451110;Sporting Goods Stores 
RET;451120;RET451120;Hobby- Toy- and Game Stores 
RET;451130;RET451130;Sewing- Needlework- and Piece Goods Stores 
RET;451140;RET451140;Musical Instrument and Supplies Stores 
RET;451211;RET451211;Book Stores 
RET;451212;RET451212;News Dealers and Newsstands 
RET;452210;RET452210;Department Stores 
RET;452311;RET452311;Warehouse Clubs and Supercenters 
RET;452319;RET452319;All Other General Merchandise Stores 
RET;453110;RET453110;Florists 
RET;453210;RET453210;Office Supplies and Stationery Stores 
RET;453220;RET453220;Gift- Novelty- and Souvenir Stores 
RET;453310;RET453310;Used Merchandise Stores 
RET;453910;RET453910;Pet and Pet Supplies Stores 
RET;453920;RET453920;Art Dealers 
RET;453930;RET453930;Manufactured (Mobile) Home Dealers 
RET;453991;RET453991;Tobacco Stores 
RET;453998;RET453998;All Other Miscellaneous Store Retailers (except Tobacco Stores) 
RET;454110;RET454110;Electronic Shopping and Mail-Order Houses 
RET;454210;RET454210;Vending Machine Operators 
RET;454310;RET454310;Fuel Dealers 
RET;454390;RET454390;Other Direct Selling Establishments 
TRN;481;TRN481;Air Transportation
TRN;482;TRN482;Rail Transportation
TRN;483;TRN483;Water Transportation
TRN;484;TRN484;Truck Transportation
TRN;485;TRN485;Transit and Ground Passenger Transportation
TRN;486;TRN486;Pipeline Transportation
TRN;487;TRN487;Scenic and Sightseeing Transportation
TRN;488;TRN488;Support Activities for Transportation
TRN;491;TRN491;Postal Service
TRN;492;TRN492;Couriers and Messengers
TRN;493;TRN493;Warehousing and Storage
TRN;4811;TRN4811;Scheduled Air Transportation
TRN;4812;TRN4812;Nonscheduled Air Transportation
TRN;4821;TRN4821;Rail Transportation
TRN;4831;TRN4831;Deep Sea- Coastal- and Great Lakes Water Transportation
TRN;4832;TRN4832;Inland Water Transportation
TRN;4841;TRN4841;General Freight Trucking
TRN;4842;TRN4842;Specialized Freight Trucking
TRN;4851;TRN4851;Urban Transit Systems
TRN;4852;TRN4852;Interurban and Rural Bus Transportation
TRN;4853;TRN4853;Taxi and Limousine Service
TRN;4854;TRN4854;School and Employee Bus Transportation
TRN;4855;TRN4855;Charter Bus Industry
TRN;4859;TRN4859;Other Transit and Ground Passenger Transportation
TRN;4861;TRN4861;Pipeline Transportation of Crude Oil
TRN;4862;TRN4862;Pipeline Transportation of Natural Gas
TRN;4869;TRN4869;Other Pipeline Transportation
TRN;4871;TRN4871;Scenic and Sightseeing Transportation- Land
TRN;4872;TRN4872;Scenic and Sightseeing Transportation- Water
TRN;4879;TRN4879;Scenic and Sightseeing Transportation- Other
TRN;4881;TRN4881;Support Activities for Air Transportation
TRN;4882;TRN4882;Support Activities for Rail Transportation
TRN;4883;TRN4883;Support Activities for Water Transportation
TRN;4884;TRN4884;Support Activities for Road Transportation
TRN;4885;TRN4885;Freight Transportation Arrangement
TRN;4889;TRN4889;Other Support Activities for Transportation
TRN;4911;TRN4911;Postal Service
TRN;4921;TRN4921;Couriers and Express Delivery Services
TRN;4922;TRN4922;Local Messengers and Local Delivery
TRN;4931;TRN4931;Warehousing and Storage
TRN;48111;TRN48111;Scheduled Air Transportation
TRN;48121;TRN48121;Nonscheduled Air Transportation
TRN;48211;TRN48211;Rail Transportation
TRN;48311;TRN48311;Deep Sea- Coastal- and Great Lakes Water Transportation
TRN;48321;TRN48321;Inland Water Transportation
TRN;48411;TRN48411;General Freight Trucking- Local
TRN;48412;TRN48412;General Freight Trucking- Long-Distance
TRN;48421;TRN48421;Used Household and Office Goods Moving
TRN;48422;TRN48422;Specialized Freight (except Used Goods) Trucking- Local
TRN;48423;TRN48423;Specialized Freight (except Used Goods) Trucking- Long-Distance
TRN;48511;TRN48511;Urban Transit Systems
TRN;48521;TRN48521;Interurban and Rural Bus Transportation
TRN;48531;TRN48531;Taxi Service
TRN;48532;TRN48532;Limousine Service
TRN;48541;TRN48541;School and Employee Bus Transportation
TRN;48551;TRN48551;Charter Bus IndustryT 
TRN;48599;TRN48599;Other Transit and Ground Passenger TransportationT 
TRN;48611;TRN48611;Pipeline Transportation of Crude OilT 
TRN;48621;TRN48621;Pipeline Transportation of Natural GasT 
TRN;48691;TRN48691;Pipeline Transportation of Refined Petroleum ProductsT 
TRN;48699;TRN48699;All Other Pipeline TransportationT 
TRN;48711;TRN48711;Scenic and Sightseeing Transportation- LandT 
TRN;48721;TRN48721;Scenic and Sightseeing Transportation- WaterT 
TRN;48799;TRN48799;Scenic and Sightseeing Transportation- OtherT 
TRN;48811;TRN48811;Airport OperationsT 
TRN;48819;TRN48819;Other Support Activities for Air TransportationT 
TRN;48821;TRN48821;Support Activities for Rail TransportationT 
TRN;48831;TRN48831;Port and Harbor OperationsT 
TRN;48832;TRN48832;Marine Cargo HandlingT 
TRN;48833;TRN48833;Navigational Services to ShippingT 
TRN;48839;TRN48839;Other Support Activities for Water TransportationT 
TRN;48841;TRN48841;Motor Vehicle TowingT 
TRN;48849;TRN48849;Other Support Activities for Road TransportationT 
TRN;48851;TRN48851;Freight Transportation ArrangementT 
TRN;48899;TRN48899;Other Support Activities for TransportationT 
TRN;49111;TRN49111;Postal ServiceT 
TRN;49211;TRN49211;Couriers and Express Delivery ServicesT 
TRN;49221;TRN49221;Local Messengers and Local DeliveryT 
TRN;49311;TRN49311;General Warehousing and StorageT 
TRN;49312;TRN49312;Refrigerated Warehousing and StorageT 
TRN;49313;TRN49313;Farm Product Warehousing and Storage
TRN;49319;TRN49319;Other Warehousing and StorageT 
TRN;481111;TRN481111;Scheduled Passenger Air Transportation 
TRN;481112;TRN481112;Scheduled Freight Air Transportation 
TRN;481211;TRN481211;Nonscheduled Chartered Passenger Air Transportation 
TRN;481212;TRN481212;Nonscheduled Chartered Freight Air Transportation 
TRN;481219;TRN481219;Other Nonscheduled Air Transportation 
TRN;482111;TRN482111;Line-Haul Railroads 
TRN;482112;TRN482112;Short Line Railroads 
TRN;483111;TRN483111;Deep Sea Freight Transportation 
TRN;483112;TRN483112;Deep Sea Passenger Transportation 
TRN;483113;TRN483113;Coastal and Great Lakes Freight Transportation 
TRN;483114;TRN483114;Coastal and Great Lakes Passenger Transportation 
TRN;483211;TRN483211;Inland Water Freight Transportation 
TRN;483212;TRN483212;Inland Water Passenger Transportation 
TRN;484110;TRN484110;General Freight Trucking- Local 
TRN;484121;TRN484121;General Freight Trucking- Long-Distance- Truckload 
TRN;484122;TRN484122;General Freight Trucking- Long-Distance- Less Than Truckload 
TRN;484210;TRN484210;Used Household and Office Goods Moving
TRN;484220;TRN484220;Specialized Freight (except Used Goods) Trucking- Local 
TRN;484230;TRN484230;Specialized Freight (except Used Goods) Trucking- Long-Distance 
TRN;485111;TRN485111;Mixed Mode Transit Systems 
TRN;485112;TRN485112;Commuter Rail Systems 
TRN;485113;TRN485113;Bus and Other Motor Vehicle Transit Systems 
TRN;485119;TRN485119;Other Urban Transit Systems 
TRN;485210;TRN485210;Interurban and Rural Bus Transportation
TRN;485310;TRN485310;Taxi Service 
TRN;485320;TRN485320;Limousine Service
TRN;485410;TRN485410;School and Employee Bus Transportation
TRN;485510;TRN485510;Charter Bus Industry
TRN;485991;TRN485991;Special Needs Transportation 
TRN;485999;TRN485999;All Other Transit and Ground Passenger Transportation 
TRN;486110;TRN486110;Pipeline Transportation of Crude Oil
TRN;486210;TRN486210;Pipeline Transportation of Natural Gas
TRN;486910;TRN486910;Pipeline Transportation of Refined Petroleum Products
TRN;486990;TRN486990;All Other Pipeline Transportation
TRN;487110;TRN487110;Scenic and Sightseeing Transportation- Land
TRN;487210;TRN487210;Scenic and Sightseeing Transportation- Water
TRN;487990;TRN487990;Scenic and Sightseeing Transportation- Other
TRN;488111;TRN488111;Air Traffic Control
TRN;488119;TRN488119;Other Airport Operations 
TRN;488190;TRN488190;Other Support Activities for Air Transportation
TRN;488210;TRN488210;Support Activities for Rail Transportation
TRN;488310;TRN488310;Port and Harbor Operations
TRN;488320;TRN488320;Marine Cargo Handling
TRN;488330;TRN488330;Navigational Services to Shipping 
TRN;488390;TRN488390;Other Support Activities for Water Transportation
TRN;488410;TRN488410;Motor Vehicle Towing
TRN;488490;TRN488490;Other Support Activities for Road Transportation 
TRN;488510;TRN488510;Freight Transportation Arrangement 
TRN;488991;TRN488991;Packing and Crating 
TRN;488999;TRN488999;All Other Support Activities for Transportation 
TRN;491110;TRN491110;Postal Service
TRN;492110;TRN492110;Couriers and Express Delivery Services
TRN;492210;TRN492210;Local Messengers and Local Delivery
TRN;493110;TRN493110;General Warehousing and Storage 
TRN;493120;TRN493120;Refrigerated Warehousing and Storage
TRN;493130;TRN493130;Farm Product Warehousing and Storage
TRN;493190;TRN493190;Other Warehousing and Storage
